corrupcao,sexo2,idade1,rendaf,escola,Ljato,partido2,AvalTemer,denunciaTemer
Incompetencia,Masculino,20,5,5,Ira_diminuir,0,5,Nao_deveria
Corrupcao,Masculino,45,1,5,Continuara_igual,1,0,Sim_deveria
.,Feminino,60,1,1,.,1,.,.
Incompetencia,Masculino,76,3,2,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,24,2,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,38,1,2,Continuara_igual,0,6,Sim_deveria
Corrupcao,Feminino,68,.,2,Ira_diminuir,1,0,.
Corrupcao,Feminino,21,5,6,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,71,4,7,Ira_diminuir,1,10,Sim_deveria
Corrupcao,Feminino,16,1,4,Continuara_igual,0,3,Sim_deveria
Incompetencia,Feminino,31,1,5,Ira_aumentar,0,7,Sim_deveria
Corrupcao,Masculino,25,2,4,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,65,2,8,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,56,2,5,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Feminino,65,1,2,Ira_diminuir,0,6,Nao_deveria
Incompetencia,Feminino,59,2,4,Ira_diminuir,1,9,Nao_deveria
Corrupcao,Feminino,42,1,3,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Masculino,17,3,4,Ira_diminuir,1,2,Sim_deveria
Corrupcao,Masculino,68,3,2,Continuara_igual,1,5,Sim_deveria
Incompetencia,Masculino,41,3,5,Ira_diminuir,0,5,Sim_deveria
Incompetencia,Feminino,25,1,5,Continuara_igual,1,7,Sim_deveria
Corrupcao,Feminino,43,2,7,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,42,4,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,26,1,5,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,21,1,5,Continuara_igual,1,3,Sim_deveria
Corrupcao,Masculino,33,1,1,Continuara_igual,0,0,Sim_deveria
Incompetencia,Masculino,23,4,6,Ira_diminuir,0,6,Sim_deveria
Corrupcao,Masculino,25,3,4,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,53,1,2,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,80,1,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,19,1,4,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,57,1,1,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,51,1,1,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,76,1,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,74,3,2,Continuara_igual,0,8,Nao_deveria
Corrupcao,Feminino,68,3,7,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,48,4,8,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,50,1,2,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Masculino,19,1,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,27,1,5,Continuara_igual,.,0,Sim_deveria
Corrupcao,Feminino,62,1,1,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Feminino,39,1,2,Ira_diminuir,0,2,Sim_deveria
.,Masculino,74,1,1,.,1,0,.
Corrupcao,Masculino,41,1,2,Ira_diminuir,1,1,Sim_deveria
Incompetencia,Masculino,66,1,1,Ira_diminuir,0,0,.
Corrupcao,Feminino,46,1,6,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,50,2,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,76,3,7,Ira_diminuir,1,5,Nao_deveria
Corrupcao,Masculino,54,3,5,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Feminino,54,1,2,Continuara_igual,1,4,Sim_deveria
Corrupcao,Masculino,53,3,2,Ira_diminuir,0,8,Sim_deveria
Incompetencia,Masculino,34,1,1,Continuara_igual,0,0,Sim_deveria
Incompetencia,Masculino,26,4,5,Continuara_igual,1,4,Sim_deveria
Corrupcao,Feminino,24,2,6,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,59,1,2,Continuara_igual,1,1,Nao_deveria
Corrupcao,Masculino,27,3,3,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,42,1,4,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,51,2,5,Continuara_igual,1,4,Sim_deveria
Corrupcao,Feminino,44,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,47,.,1,Continuara_igual,1,9,Sim_deveria
Corrupcao,Masculino,47,4,8,Ira_diminuir,0,5,Sim_deveria
Incompetencia,Feminino,38,4,7,Continuara_igual,0,0,Sim_deveria
Incompetencia,Masculino,18,6,6,Ira_diminuir,0,1,Sim_deveria
Incompetencia,Feminino,48,.,1,Continuara_igual,1,0,.
Corrupcao,Masculino,73,1,2,Ira_diminuir,0,2,Sim_deveria
Corrupcao,Feminino,57,1,2,Continuara_igual,0,10,Nao_deveria
Corrupcao,Feminino,47,3,5,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Feminino,38,1,5,Ira_diminuir,0,4,Sim_deveria
Corrupcao,Masculino,21,4,6,Ira_diminuir,1,4,Nao_deveria
Incompetencia,Feminino,34,1,3,Ira_diminuir,.,8,Nao_deveria
Incompetencia,Feminino,50,1,2,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,74,2,1,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Masculino,29,2,4,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,18,6,4,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,37,2,2,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,77,1,1,Ira_aumentar,0,0,Sim_deveria
Incompetencia,Masculino,45,1,2,Ira_diminuir,0,10,Nao_deveria
Corrupcao,Masculino,16,2,4,Continuara_igual,1,2,Sim_deveria
Corrupcao,Masculino,37,1,3,Continuara_igual,0,.,Sim_deveria
Corrupcao,Masculino,34,1,4,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,66,2,2,Ira_diminuir,1,1,Sim_deveria
Incompetencia,Feminino,47,1,5,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Masculino,47,1,1,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,16,1,4,Continuara_igual,0,1,Sim_deveria
Corrupcao,Masculino,49,2,5,Ira_diminuir,1,8,Nao_deveria
Corrupcao,Feminino,48,1,2,Continuara_igual,1,2,Sim_deveria
Corrupcao,Feminino,16,1,4,Ira_aumentar,1,2,Sim_deveria
Corrupcao,Feminino,57,2,5,Ira_diminuir,0,5,Sim_deveria
.,Feminino,60,1,1,Continuara_igual,0,.,Sim_deveria
Corrupcao,Masculino,29,2,7,Ira_diminuir,.,5,Nao_deveria
Incompetencia,Feminino,21,3,6,Continuara_igual,1,3,Sim_deveria
Corrupcao,Masculino,72,4,8,.,1,0,Sim_deveria
Incompetencia,Masculino,35,1,5,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,27,1,4,Continuara_igual,0,8,.
Incompetencia,Masculino,17,2,4,Ira_aumentar,1,6,Sim_deveria
Corrupcao,Masculino,48,2,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,38,3,7,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,26,1,5,Continuara_igual,1,0,Sim_deveria
.,Feminino,33,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,21,2,4,Ira_diminuir,0,8,Sim_deveria
Incompetencia,Masculino,39,2,6,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,25,2,2,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,18,2,4,Continuara_igual,1,0,.
Corrupcao,Feminino,34,1,4,Continuara_igual,1,6,.
Incompetencia,Masculino,57,1,3,Ira_aumentar,1,0,Sim_deveria
Incompetencia,Feminino,53,2,2,Continuara_igual,1,1,Sim_deveria
Corrupcao,Feminino,25,1,5,Continuara_igual,0,6,Sim_deveria
Incompetencia,Masculino,28,1,2,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Masculino,44,6,6,Ira_diminuir,1,7,Nao_deveria
Incompetencia,Masculino,27,4,7,Ira_diminuir,.,6,Sim_deveria
Corrupcao,Feminino,49,4,8,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Feminino,55,2,2,Continuara_igual,1,6,Sim_deveria
Corrupcao,Feminino,26,4,6,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Feminino,25,2,7,Ira_diminuir,1,2,Sim_deveria
Corrupcao,Masculino,42,1,5,Continuara_igual,1,2,Sim_deveria
Corrupcao,Feminino,52,5,7,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,47,3,8,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Masculino,43,2,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,59,1,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,62,1,5,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Masculino,24,3,5,Ira_diminuir,.,5,Sim_deveria
Incompetencia,Feminino,74,2,2,.,1,8,.
Incompetencia,Masculino,22,1,5,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,36,2,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,53,1,1,.,1,0,Sim_deveria
Corrupcao,Masculino,30,2,2,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,32,1,3,Ira_diminuir,0,1,Sim_deveria
Incompetencia,Masculino,48,6,8,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,87,.,3,Continuara_igual,1,3,Sim_deveria
Incompetencia,Masculino,32,1,5,Ira_diminuir,1,7,Sim_deveria
Incompetencia,Masculino,16,3,2,Ira_diminuir,0,6,Sim_deveria
Corrupcao,Feminino,29,1,5,Ira_diminuir,0,6,Sim_deveria
Corrupcao,Feminino,19,2,5,Continuara_igual,0,5,Sim_deveria
Corrupcao,Feminino,42,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,38,1,5,Ira_diminuir,0,4,Sim_deveria
Corrupcao,Feminino,42,4,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,32,1,5,Ira_diminuir,.,8,Sim_deveria
Incompetencia,Masculino,55,6,2,Continuara_igual,1,3,Sim_deveria
Corrupcao,Masculino,19,.,5,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Feminino,70,2,3,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,52,3,4,Continuara_igual,1,4,Sim_deveria
Corrupcao,Feminino,21,3,5,.,1,0,Sim_deveria
Incompetencia,Masculino,25,1,1,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,36,1,5,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,72,1,1,.,0,0,Sim_deveria
Incompetencia,Feminino,23,1,5,Continuara_igual,1,4,Sim_deveria
Corrupcao,Feminino,18,2,4,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,31,4,8,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,62,3,7,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Masculino,20,3,4,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,42,2,7,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,49,1,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,22,4,6,Continuara_igual,.,10,Sim_deveria
Incompetencia,Feminino,42,2,4,Continuara_igual,1,6,Sim_deveria
Incompetencia,Masculino,31,1,5,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Feminino,48,1,5,Continuara_igual,1,5,Nao_deveria
Corrupcao,Feminino,27,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,38,1,5,Continuara_igual,1,4,Sim_deveria
Corrupcao,Masculino,17,5,4,Ira_diminuir,0,3,Sim_deveria
Corrupcao,Feminino,40,.,1,Ira_diminuir,1,10,Nao_deveria
Incompetencia,Masculino,45,2,3,Ira_diminuir,0,8,Sim_deveria
Incompetencia,Feminino,28,2,2,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Feminino,56,1,6,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Masculino,44,3,7,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,24,3,4,Continuara_igual,.,7,Sim_deveria
Corrupcao,Feminino,62,3,8,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,39,1,4,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,22,1,5,Continuara_igual,1,5,Sim_deveria
Incompetencia,Feminino,35,1,2,Ira_aumentar,0,3,Sim_deveria
Corrupcao,Feminino,30,3,8,Continuara_igual,1,1,Sim_deveria
Incompetencia,Masculino,51,.,1,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,45,3,7,Ira_aumentar,1,0,Sim_deveria
Incompetencia,Feminino,20,1,5,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Masculino,18,4,4,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Masculino,18,2,3,Continuara_igual,0,5,.
Corrupcao,Masculino,44,1,2,Continuara_igual,.,2,Sim_deveria
Corrupcao,Feminino,38,3,8,Ira_diminuir,1,2,Sim_deveria
Incompetencia,Masculino,22,2,2,Ira_diminuir,0,5,Sim_deveria
Corrupcao,Masculino,45,3,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,42,2,3,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,51,1,5,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,28,3,6,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,40,1,5,Ira_aumentar,0,0,Sim_deveria
Incompetencia,Feminino,50,3,5,Continuara_igual,1,1,Sim_deveria
Incompetencia,Masculino,93,2,1,Ira_diminuir,1,9,Sim_deveria
Incompetencia,Feminino,22,1,5,Ira_aumentar,0,1,Sim_deveria
Incompetencia,Feminino,48,1,6,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Feminino,32,1,5,Ira_diminuir,0,2,Sim_deveria
Corrupcao,Feminino,29,2,5,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,61,3,8,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,18,2,5,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,25,2,5,Continuara_igual,1,2,.
Corrupcao,Masculino,33,3,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,34,5,8,Continuara_igual,0,1,Sim_deveria
Corrupcao,Masculino,45,1,2,Continuara_igual,.,5,Sim_deveria
Corrupcao,Masculino,31,1,5,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Masculino,36,.,2,Ira_diminuir,0,3,Sim_deveria
Corrupcao,Feminino,37,1,3,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,45,2,5,Ira_diminuir,.,3,Sim_deveria
Incompetencia,Feminino,25,3,7,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,50,3,5,Ira_diminuir,1,3,Sim_deveria
Incompetencia,Feminino,62,1,3,Continuara_igual,1,5,Sim_deveria
Corrupcao,Masculino,46,3,5,Ira_diminuir,1,2,Sim_deveria
Incompetencia,Feminino,39,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,39,2,8,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Masculino,22,1,7,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,83,3,2,Ira_diminuir,.,0,Sim_deveria
Corrupcao,Masculino,16,1,4,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Feminino,26,.,4,Continuara_igual,1,5,Sim_deveria
Incompetencia,Feminino,19,2,5,Ira_aumentar,1,4,Sim_deveria
Corrupcao,Masculino,19,2,4,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Feminino,68,1,2,.,0,0,Sim_deveria
Corrupcao,Feminino,27,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,20,1,3,Ira_aumentar,1,5,Sim_deveria
Incompetencia,Feminino,32,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,68,1,2,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,18,2,5,Ira_aumentar,0,5,Sim_deveria
Corrupcao,Feminino,34,.,6,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,28,2,4,.,.,0,Sim_deveria
Incompetencia,Masculino,26,1,5,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,51,1,1,Continuara_igual,0,2,Sim_deveria
Corrupcao,Feminino,34,2,5,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Masculino,55,1,1,Continuara_igual,0,1,Sim_deveria
Corrupcao,Masculino,25,2,5,Continuara_igual,1,5,Sim_deveria
Incompetencia,Feminino,28,1,5,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,18,6,4,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,19,1,4,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,70,2,3,Continuara_igual,1,2,Sim_deveria
Corrupcao,Feminino,52,2,5,Continuara_igual,1,2,Sim_deveria
Corrupcao,Feminino,54,4,8,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Masculino,30,1,4,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Masculino,32,3,3,Ira_diminuir,1,2,Sim_deveria
Incompetencia,Feminino,25,2,6,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,28,5,7,Continuara_igual,1,1,Sim_deveria
Incompetencia,Masculino,19,4,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,60,1,1,Continuara_igual,.,0,Sim_deveria
Corrupcao,Feminino,16,3,4,Ira_diminuir,1,6,Sim_deveria
Corrupcao,Feminino,17,3,6,Continuara_igual,1,2,Sim_deveria
Corrupcao,Masculino,54,3,8,Continuara_igual,1,5,Nao_deveria
Incompetencia,Feminino,61,1,1,Ira_diminuir,.,10,Nao_deveria
Incompetencia,Feminino,28,1,5,Continuara_igual,.,5,Sim_deveria
Corrupcao,Masculino,21,2,6,Continuara_igual,0,4,Sim_deveria
Corrupcao,Feminino,19,3,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,16,1,5,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Masculino,72,1,3,Ira_diminuir,1,8,Nao_deveria
Corrupcao,Masculino,40,2,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,21,1,2,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Masculino,44,1,2,Ira_aumentar,0,0,Sim_deveria
Incompetencia,Masculino,36,4,8,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Masculino,39,1,2,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,30,2,5,Ira_diminuir,.,0,Sim_deveria
Incompetencia,Masculino,18,1,1,Ira_aumentar,0,10,Sim_deveria
Corrupcao,Masculino,24,1,4,Ira_diminuir,.,5,.
Corrupcao,Feminino,24,1,5,Ira_diminuir,1,6,.
Incompetencia,Feminino,17,4,5,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,52,2,7,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,32,4,7,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Feminino,64,3,6,Ira_diminuir,0,2,Sim_deveria
Corrupcao,Feminino,41,1,5,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Feminino,46,2,5,Ira_diminuir,0,8,Sim_deveria
Corrupcao,Masculino,21,2,4,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,77,1,1,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,64,3,8,Ira_diminuir,1,6,Sim_deveria
Corrupcao,Feminino,32,1,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,17,4,4,Ira_diminuir,1,.,.
Incompetencia,Feminino,59,3,8,Ira_diminuir,0,5,Sim_deveria
Corrupcao,Masculino,58,1,1,Ira_diminuir,0,2,Sim_deveria
Corrupcao,Feminino,67,1,5,Continuara_igual,1,5,Sim_deveria
Corrupcao,Masculino,35,1,1,.,1,5,Sim_deveria
Incompetencia,Masculino,16,2,4,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,61,6,7,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,28,4,2,Continuara_igual,1,2,Sim_deveria
Corrupcao,Feminino,25,1,6,Ira_diminuir,1,.,Sim_deveria
Corrupcao,Feminino,69,2,4,.,1,8,Nao_deveria
Corrupcao,Masculino,57,5,8,Ira_diminuir,1,3,Sim_deveria
Incompetencia,Masculino,65,2,1,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,32,.,2,Continuara_igual,0,1,Sim_deveria
Corrupcao,Feminino,20,2,6,Continuara_igual,1,1,Sim_deveria
Incompetencia,Masculino,21,1,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,41,1,2,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Masculino,44,1,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,16,1,4,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Masculino,33,1,5,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Masculino,63,1,2,Continuara_igual,0,6,Sim_deveria
Corrupcao,Feminino,30,.,8,Ira_diminuir,1,2,Sim_deveria
Incompetencia,Feminino,16,1,4,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,25,3,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,39,3,5,Continuara_igual,1,3,Sim_deveria
Corrupcao,Feminino,40,5,8,Ira_diminuir,1,3,Sim_deveria
Incompetencia,Masculino,53,3,5,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,29,1,5,Continuara_igual,1,6,Sim_deveria
Corrupcao,Masculino,17,3,4,Ira_aumentar,1,5,Sim_deveria
Corrupcao,Masculino,35,2,5,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,40,4,7,Continuara_igual,1,3,Sim_deveria
Corrupcao,Masculino,25,2,5,Continuara_igual,0,8,Sim_deveria
Incompetencia,Feminino,23,3,5,Ira_diminuir,1,3,Sim_deveria
.,Feminino,67,1,2,Ira_aumentar,.,0,Sim_deveria
Corrupcao,Feminino,26,2,7,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Feminino,22,1,4,.,1,.,Sim_deveria
Incompetencia,Feminino,48,2,4,Continuara_igual,0,5,Sim_deveria
Corrupcao,Masculino,50,1,2,Ira_diminuir,0,8,Sim_deveria
Incompetencia,Feminino,25,1,2,Continuara_igual,0,5,Sim_deveria
Corrupcao,Feminino,64,1,2,Ira_diminuir,.,8,Sim_deveria
Corrupcao,Masculino,33,1,4,Continuara_igual,0,3,Sim_deveria
Corrupcao,Masculino,19,2,6,Continuara_igual,1,3,Sim_deveria
Corrupcao,Feminino,67,1,2,Ira_diminuir,1,0,Nao_deveria
Corrupcao,Masculino,40,1,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,51,4,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,72,3,3,Continuara_igual,0,0,Sim_deveria
.,Feminino,55,1,4,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,30,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,24,3,5,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Masculino,22,1,5,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Masculino,44,5,5,Ira_diminuir,.,5,Sim_deveria
Corrupcao,Feminino,19,1,5,.,1,5,Sim_deveria
Corrupcao,Masculino,40,1,5,Continuara_igual,0,1,Sim_deveria
Incompetencia,Masculino,69,2,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,29,3,5,Continuara_igual,1,3,Sim_deveria
Corrupcao,Feminino,49,2,8,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,25,2,2,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,20,2,5,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Masculino,18,3,5,Ira_diminuir,1,7,Sim_deveria
Incompetencia,Feminino,31,1,2,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,40,1,1,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,32,1,5,Continuara_igual,1,4,Sim_deveria
Corrupcao,Masculino,23,4,6,Ira_diminuir,0,5,Sim_deveria
Incompetencia,Masculino,47,4,7,Ira_diminuir,.,0,Sim_deveria
Corrupcao,Feminino,22,4,6,Continuara_igual,1,6,Sim_deveria
Corrupcao,Feminino,68,3,7,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,61,.,4,Ira_aumentar,1,0,Sim_deveria
Incompetencia,Masculino,31,1,4,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Masculino,40,1,3,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,66,2,2,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,74,6,7,Continuara_igual,0,5,Sim_deveria
Incompetencia,Masculino,43,1,3,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,62,2,1,Continuara_igual,0,5,Sim_deveria
Corrupcao,Feminino,22,2,3,Ira_aumentar,0,8,Nao_deveria
Corrupcao,Feminino,27,3,3,Continuara_igual,.,3,Sim_deveria
Corrupcao,Masculino,28,3,3,Ira_diminuir,0,3,Nao_deveria
Incompetencia,Feminino,62,1,2,Continuara_igual,0,8,Nao_deveria
Corrupcao,Feminino,49,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,53,.,2,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,25,1,4,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,29,4,6,Ira_diminuir,1,1,Sim_deveria
Incompetencia,Masculino,73,3,2,Ira_diminuir,0,10,Nao_deveria
Incompetencia,Feminino,70,.,4,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,54,3,3,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,16,1,4,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,83,1,2,Continuara_igual,0,5,Sim_deveria
Corrupcao,Feminino,33,3,4,.,1,0,Sim_deveria
Corrupcao,Masculino,45,1,4,Continuara_igual,1,4,Sim_deveria
Corrupcao,Masculino,34,1,3,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,18,4,6,Ira_diminuir,1,6,Sim_deveria
Incompetencia,Masculino,39,1,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,27,3,5,Continuara_igual,1,6,Sim_deveria
Corrupcao,Feminino,26,4,7,Continuara_igual,.,3,Sim_deveria
Incompetencia,Feminino,70,1,1,Continuara_igual,1,0,Sim_deveria
.,Feminino,56,1,2,.,1,.,.
Incompetencia,Feminino,24,2,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,39,2,7,Ira_diminuir,1,2,Sim_deveria
Incompetencia,Feminino,39,1,1,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,59,1,1,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,72,2,1,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,23,2,5,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Feminino,22,1,5,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Feminino,16,1,4,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,17,3,4,Continuara_igual,1,3,Sim_deveria
Incompetencia,Masculino,62,1,1,Ira_diminuir,.,.,Sim_deveria
